id,sentence,term,gold_label,TD_LSTM,GCAE,ATAE_LSTM,MemNet,ASGCN,bert_pair,bert_sent,bert_pt,mams_capsnet
11349760#848056#1_0,"The food was good, the service prompt, and the price very reasonable. ",service,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11349760#848056#1_1,"The food was good, the service prompt, and the price very reasonable. ",price,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11349760#848056#1_2,"The food was good, the service prompt, and the price very reasonable. ",food,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11349840#433070#6_0,"The pasta primavera was outstanding as well, lots of fresh veggies.",fresh veggies,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11349840#433070#6_1,"The pasta primavera was outstanding as well, lots of fresh veggies.",pasta primavera,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11349840#433070#7_0,"Unfortunately, with our show tickets, we didn't have time to sample any desserts.",desserts,neutral,neutral,neutral,negative,neutral,negative,negative,negative,neutral,negative
11349840#433070#8_0,"If you're in the neighborhood, definitely stop by for a great meal.",meal,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11349845#1188496#0_0,"Would you ever believe that when you complain about over an hour wait, when they tell you it will be 20-30 minutes, the manager tells the bartender to spill the drinks you just paid for?",wait,negative,negative,negative,negative,negative,neutral,negative,negative,negative,negative
11349845#1188496#0_1,"Would you ever believe that when you complain about over an hour wait, when they tell you it will be 20-30 minutes, the manager tells the bartender to spill the drinks you just paid for?",bartender,neutral,negative,negative,negative,neutral,negative,negative,negative,negative,negative
11349845#1188496#0_2,"Would you ever believe that when you complain about over an hour wait, when they tell you it will be 20-30 minutes, the manager tells the bartender to spill the drinks you just paid for?",manager,negative,negative,negative,negative,negative,neutral,negative,negative,negative,negative
11349845#1188496#0_3,"Would you ever believe that when you complain about over an hour wait, when they tell you it will be 20-30 minutes, the manager tells the bartender to spill the drinks you just paid for?",drinks,neutral,neutral,neutral,neutral,neutral,negative,neutral,negative,neutral,neutral
11349845#1188496#1_0,"Well, it happened because of a graceless manager and a rude bartender who had us waiting 20 minutes for drinks, and then tells us to chill out.",manager,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
11349845#1188496#1_1,"Well, it happened because of a graceless manager and a rude bartender who had us waiting 20 minutes for drinks, and then tells us to chill out.",bartender,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
11349845#1188496#1_2,"Well, it happened because of a graceless manager and a rude bartender who had us waiting 20 minutes for drinks, and then tells us to chill out.",waiting,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
11349845#1188496#1_3,"Well, it happened because of a graceless manager and a rude bartender who had us waiting 20 minutes for drinks, and then tells us to chill out.",drinks,neutral,neutral,neutral,negative,neutral,neutral,neutral,negative,negative,negative
11349845#1188496#2_0,"Don't ever bother - the drinks were awful, but it was the people who work there that really made this the worst experience at dining.",drinks,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
11349845#1188496#2_1,"Don't ever bother - the drinks were awful, but it was the people who work there that really made this the worst experience at dining.",dining,negative,negative,negative,negative,negative,negative,neutral,negative,negative,negative
11349845#1188496#2_2,"Don't ever bother - the drinks were awful, but it was the people who work there that really made this the worst experience at dining.",people,negative,negative,negative,negative,negative,negative,positive,negative,negative,positive
11349871#518230#2_0,"Everyone who works there (the host, the bartender, the servers) is so helpful.",host,positive,neutral,positive,neutral,neutral,positive,positive,positive,positive,positive
11349871#518230#2_1,"Everyone who works there (the host, the bartender, the servers) is so helpful.",bartender,positive,positive,positive,neutral,neutral,positive,positive,positive,positive,positive
11349871#518230#2_2,"Everyone who works there (the host, the bartender, the servers) is so helpful.",servers,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11349871#518230#3_0,And the food is fantastic.,food,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11349871#518230#4_0,Favourites include: potato spinach gnocchi and the lamb.,lamb,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11349871#518230#4_1,Favourites include: potato spinach gnocchi and the lamb.,potato spinach gnocchi,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11349922#547169#3_0,Half a chicken with a mountain of rice and beans for $6.25.,rice,neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
11349922#547169#3_1,Half a chicken with a mountain of rice and beans for $6.25.,chicken,neutral,neutral,positive,neutral,negative,neutral,neutral,neutral,neutral,neutral
11349922#547169#3_2,Half a chicken with a mountain of rice and beans for $6.25.,beans,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
11350010#590580#1_0,The service is excellent and always informative without an air.,service,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11350031#590790#3_0,I would definitely go back -- if only for some of those exotic martinis on the blackboard.,martinis,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11350033#1264371#1_0,The lack of AC and the fact that there are a million swarming bodies (although everyone is polite and no one is pushing) is a slight turn off.,AC,negative,negative,negative,negative,neutral,negative,negative,negative,negative,negative
11350033#1264371#2_0,"However, there is just something so great about being outdoors, in great landscaping, enjoying a casual drink that makes going to this place worthwhile.",place,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11350033#1264371#2_1,"However, there is just something so great about being outdoors, in great landscaping, enjoying a casual drink that makes going to this place worthwhile.",outdoors,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11350033#1264371#2_2,"However, there is just something so great about being outdoors, in great landscaping, enjoying a casual drink that makes going to this place worthwhile.",casual drink,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11350033#1264371#3_0,I didn't go there for food so I can't comment.,food,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
11350033#1264371#4_0,A con was the slow bar service.,bar service,negative,neutral,negative,negative,negative,negative,negative,negative,negative,negative
11350141#1745557#0_0,My friends and I stop here for pizza before hitting the Kips Bay movie theater.,pizza,neutral,positive,positive,positive,neutral,neutral,neutral,neutral,neutral,neutral
11350141#1745557#1_0,We always enjoy the pizza.,pizza,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11350141#1745557#4_0,The service is pretty good.,service,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11350142#1253117#2_0,"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",mozzarella sticks,neutral,neutral,negative,negative,neutral,positive,negative,negative,negative,positive
11350142#1253117#2_1,"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",menu,negative,neutral,neutral,neutral,neutral,neutral,neutral,negative,negative,neutral
11350142#1253117#2_2,"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",appetizer selection,negative,negative,positive,neutral,neutral,negative,negative,negative,negative,negative
11350390#802808#2_0,"The unattractive lighting made me want to gag, the food was overpriced, there was the most awful disco pop duo performing-and my escargot looked like it might crawl off the plate.",disco pop duo,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
11350390#802808#2_1,"The unattractive lighting made me want to gag, the food was overpriced, there was the most awful disco pop duo performing-and my escargot looked like it might crawl off the plate.",lighting,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
11350390#802808#2_2,"The unattractive lighting made me want to gag, the food was overpriced, there was the most awful disco pop duo performing-and my escargot looked like it might crawl off the plate.",escargot,negative,negative,negative,negative,neutral,negative,negative,negative,negative,negative
11350390#802808#2_3,"The unattractive lighting made me want to gag, the food was overpriced, there was the most awful disco pop duo performing-and my escargot looked like it might crawl off the plate.",food,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
11350390#802808#3_0,"I have never in my life sent back food before, but I simply had to, and the waiter argued with me over this.",waiter,negative,neutral,negative,negative,neutral,negative,negative,negative,negative,negative
11350390#802808#3_1,"I have never in my life sent back food before, but I simply had to, and the waiter argued with me over this.",food,negative,neutral,neutral,neutral,neutral,neutral,neutral,negative,neutral,neutral
11350496#1560668#3_0,"The service is great, my soup always arrives nice and hot.",soup,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11350496#1560668#3_1,"The service is great, my soup always arrives nice and hot.",service,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11350496#1560668#4_0,My only complaint might be the fortune cookies - I've never had a cookie predict bad luck for me before I visited Kar.,cookie,negative,negative,negative,negative,negative,positive,negative,negative,negative,negative
11350496#1560668#4_1,My only complaint might be the fortune cookies - I've never had a cookie predict bad luck for me before I visited Kar.,fortune cookies,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
11350539#680470#2_0,"It's a basic pizza joint, not much to look at, but the pizza is what I go for.",pizza,positive,negative,positive,negative,neutral,neutral,neutral,neutral,positive,neutral
11350539#680470#3_0,The sauce is zesty and flavorful and the crust is nice and crispy.,crust,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11350539#680470#3_1,The sauce is zesty and flavorful and the crust is nice and crispy.,sauce,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11350539#680470#6_0,Likewise if you like really thin crust or really big slices then Nick and Joe's may not be your favorite.,thin crust,negative,positive,positive,positive,neutral,positive,neutral,neutral,positive,neutral
11350539#680470#6_1,Likewise if you like really thin crust or really big slices then Nick and Joe's may not be your favorite.,slices,negative,positive,positive,negative,negative,positive,positive,neutral,positive,neutral
11350660#564640#1_0,"The selection of food is excellent (I'm not used to having much choice at restaurants), and the atmosphere is great.",atmosphere,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11350660#564640#1_1,"The selection of food is excellent (I'm not used to having much choice at restaurants), and the atmosphere is great.",selection of food,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11351324#0#2_0,"The menu, which changes seasonally, shows both regional and international influences.",menu,neutral,positive,neutral,positive,neutral,neutral,neutral,positive,positive,neutral
11351328#1638529#0_0,"I love the Little Pie Company as much as anyone else who has written reviews, but must discourage anyone from visiting the Grand Central location due to their RUDE service from two sales people.",sales people,negative,negative,negative,positive,negative,negative,negative,negative,negative,negative
11351328#1638529#0_1,"I love the Little Pie Company as much as anyone else who has written reviews, but must discourage anyone from visiting the Grand Central location due to their RUDE service from two sales people.",service,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
11351328#1638529#2_0,"After I paid for my purchase, I noticed they had not given me utensils so I could eat my pie.",pie,neutral,negative,negative,negative,neutral,neutral,neutral,negative,neutral,neutral
11351328#1638529#2_1,"After I paid for my purchase, I noticed they had not given me utensils so I could eat my pie.",utensils,neutral,negative,negative,negative,neutral,neutral,negative,negative,neutral,neutral
11351328#1638529#4_0,I had to flag down a third staff person for a fork... so now it's goodbye Little RUDE Pie Company.,staff person,neutral,negative,negative,negative,negative,negative,negative,negative,negative,neutral
11351328#1638529#4_1,I had to flag down a third staff person for a fork... so now it's goodbye Little RUDE Pie Company.,fork,neutral,negative,negative,negative,neutral,negative,neutral,negative,neutral,neutral
11351354#412616#0_0,"The food is surprisingly good, and the decor is nice.",decor,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11351354#412616#0_1,"The food is surprisingly good, and the decor is nice.",food,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11351354#412616#1_0,"The service, however, is a peg or two below the quality of food (horrible bartenders), and the clientele, for the most part, are rowdy, loud-mouthed commuters (this could explain the bad attitudes from the staff) getting loaded for an AC/DC concert or a Knicks game.",clientele,negative,negative,negative,positive,negative,positive,negative,negative,negative,negative
11351354#412616#1_1,"The service, however, is a peg or two below the quality of food (horrible bartenders), and the clientele, for the most part, are rowdy, loud-mouthed commuters (this could explain the bad attitudes from the staff) getting loaded for an AC/DC concert or a Knicks game.",bartenders,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
11351354#412616#1_2,"The service, however, is a peg or two below the quality of food (horrible bartenders), and the clientele, for the most part, are rowdy, loud-mouthed commuters (this could explain the bad attitudes from the staff) getting loaded for an AC/DC concert or a Knicks game.",quality of food,positive,negative,negative,negative,negative,negative,negative,negative,negative,negative
11351354#412616#1_3,"The service, however, is a peg or two below the quality of food (horrible bartenders), and the clientele, for the most part, are rowdy, loud-mouthed commuters (this could explain the bad attitudes from the staff) getting loaded for an AC/DC concert or a Knicks game.",service,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
11351354#412616#1_4,"The service, however, is a peg or two below the quality of food (horrible bartenders), and the clientele, for the most part, are rowdy, loud-mouthed commuters (this could explain the bad attitudes from the staff) getting loaded for an AC/DC concert or a Knicks game.",staff,negative,negative,negative,negative,negative,positive,negative,negative,negative,negative
11351354#812637#0_0,The Yellowfin Tuna and Calf's liver are my favorites!,Yellowfin Tuna,positive,negative,positive,neutral,neutral,positive,positive,positive,positive,positive
11351354#812637#0_1,The Yellowfin Tuna and Calf's liver are my favorites!,Calf's liver,positive,neutral,positive,neutral,neutral,positive,positive,positive,positive,positive
11351360#1704700#0_0,"I was on jury duty, rode my bike up Centre Street on my lunch break and came across this great little place with awesome chicken tacos and Hibiscus lemonade.",Hibiscus lemonade,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11351360#1704700#0_1,"I was on jury duty, rode my bike up Centre Street on my lunch break and came across this great little place with awesome chicken tacos and Hibiscus lemonade.",place,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11351360#1704700#0_2,"I was on jury duty, rode my bike up Centre Street on my lunch break and came across this great little place with awesome chicken tacos and Hibiscus lemonade.",chicken tacos,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11351399#0#6_0,"Innovations are just as assured, from the simple Carinthia cheese ravioli with wild mushrooms to the caviar-topped sturgeon, beautifully matched with a bright green spinach-vodka sauce.",caviar-topped sturgeon,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11351399#0#6_1,"Innovations are just as assured, from the simple Carinthia cheese ravioli with wild mushrooms to the caviar-topped sturgeon, beautifully matched with a bright green spinach-vodka sauce.",green spinach-vodka sauce,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11351399#0#6_2,"Innovations are just as assured, from the simple Carinthia cheese ravioli with wild mushrooms to the caviar-topped sturgeon, beautifully matched with a bright green spinach-vodka sauce.",Carinthia cheese ravioli with wild mushrooms,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11351399#0#7_0,"Menus feature seasonal picks, like sweet corn-foie gras brulee.",sweet corn-foie gras brulee,neutral,positive,positive,positive,positive,positive,positive,positive,neutral,neutral
11351399#0#7_1,"Menus feature seasonal picks, like sweet corn-foie gras brulee.",Menus,neutral,positive,positive,positive,positive,positive,positive,positive,positive,neutral
11351400#495795#1_0,THE SERVICE IS PERFECT TOO  NOTHING WRONG IN THIS ITALIAN/FRENCH RESTAURANT,SERVICE,positive,negative,negative,positive,negative,positive,positive,positive,positive,positive
11351451#805713#1_0,The foie gras was sweet and luscious.,foie gras,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11351451#805713#2_0,"My gf's duck confitte was very solid as well, although i have little base of reference.",duck confitte,positive,positive,positive,positive,positive,negative,positive,positive,positive,positive
11351453#683961#0_0,"the wait staff is very friendly, if your not rude or picky.......our meal at Leon last weekend was great -.",wait staff,positive,positive,negative,negative,negative,positive,positive,positive,positive,positive
11351453#683961#0_1,"the wait staff is very friendly, if your not rude or picky.......our meal at Leon last weekend was great -.",meal,positive,neutral,positive,positive,neutral,positive,positive,positive,positive,positive
11351453#683961#1_0,I recommend any of their salmon dishes......,salmon dishes,positive,positive,neutral,positive,neutral,positive,positive,positive,positive,positive
11351513#832512#0_0,Great food but the service was dreadful!,service,negative,negative,negative,negative,negative,negative,negative,positive,negative,negative
11351513#832512#0_1,Great food but the service was dreadful!,food,positive,positive,negative,negative,positive,positive,positive,positive,positive,negative
11351513#832512#1_0,the two waitress's looked like they had been sucking on lemons.,waitress's,negative,negative,negative,negative,negative,positive,negative,negative,negative,negative
11351513#832512#2_0,The service was dreadfully slow (the place was only half full) and a smile would have been nice...,service,negative,negative,negative,negative,negative,negative,negative,positive,negative,negative
11351521#768768#1_0,"At peak times, the restaurant is overcrowded and tables are uncomfortably close.",tables,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
11351521#768768#2_0,"If you are here as a pre-show meal, hop in a cab and take the extra 10 minutes to go to the uptown location.",pre-show meal,neutral,positive,neutral,positive,positive,neutral,neutral,neutral,neutral,neutral
11351561#744321#0_0,"It's just everything...the food, the atmosphere...the incrediby kind and gracious hostess.",atmosphere,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11351561#744321#0_1,"It's just everything...the food, the atmosphere...the incrediby kind and gracious hostess.",hostess,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11351561#744321#0_2,"It's just everything...the food, the atmosphere...the incrediby kind and gracious hostess.",food,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11351587#1488758#1_0,"The ambiance was fine, a little loud but still nice and romantic.",ambiance,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11351587#1488758#2_0,"However, being foodies, we were utterly disappointed with the food.",food,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
11351587#1488758#7_0,"I recommend the black roasted codfish, it was the best dish of the evening.",black roasted codfish,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11351587#1488758#7_1,"I recommend the black roasted codfish, it was the best dish of the evening.",dish,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11351620#1180095#0_0,i had a delicious shrimp creole.,shrimp creole,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11351620#1180095#1_0,The chicken dinner was real good.,chicken dinner,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11351620#1180095#3_0,but the food was delicious.,food,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11351622#0#1_0,The space is traditional in feel.,space,neutral,positive,positive,positive,positive,positive,positive,positive,positive,positive
11351622#0#3_0,Creative dishes like king crab salad with passion fruit vinaigrette and fettuccine with grilled seafood in a rosemary-orange sauce are unexpected elements on an otherwise predictable bistro menu.,bistro menu,neutral,positive,positive,positive,neutral,positive,positive,positive,positive,positive
11351622#0#3_1,Creative dishes like king crab salad with passion fruit vinaigrette and fettuccine with grilled seafood in a rosemary-orange sauce are unexpected elements on an otherwise predictable bistro menu.,king crab salad with passion fruit vinaigrette,positive,positive,positive,positive,neutral,positive,positive,positive,positive,positive
11351622#0#3_2,Creative dishes like king crab salad with passion fruit vinaigrette and fettuccine with grilled seafood in a rosemary-orange sauce are unexpected elements on an otherwise predictable bistro menu.,dishes,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11351622#0#3_3,Creative dishes like king crab salad with passion fruit vinaigrette and fettuccine with grilled seafood in a rosemary-orange sauce are unexpected elements on an otherwise predictable bistro menu.,fettuccine with grilled seafood in a rosemary-orange sauce,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11351622#0#5_0,Montparnasse's desserts--especially the silken creme brulee and paper-thin apple tart--are good enough on their own to make the restaurant worth the trip.,desserts,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11351622#0#5_1,Montparnasse's desserts--especially the silken creme brulee and paper-thin apple tart--are good enough on their own to make the restaurant worth the trip.,apple tart,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11351622#0#5_2,Montparnasse's desserts--especially the silken creme brulee and paper-thin apple tart--are good enough on their own to make the restaurant worth the trip.,creme brulee,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11351625#909535#0_0,Had a great meal there this weekend before heading to the movies!,meal,positive,positive,positive,positive,neutral,positive,positive,positive,positive,positive
11351625#909535#1_0,It had been awhile and I forgot just how delicious crepes can be.,crepes,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11351628#404492#1_0,The food--though mostly deep-fried--is simple and satisfying.,food,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11351628#404492#2_0,Dieters stick to salads or indulge in vegetarian platters.,salads,positive,positive,positive,positive,positive,positive,positive,positive,positive,neutral
11351628#404492#2_1,Dieters stick to salads or indulge in vegetarian platters.,vegetarian platters,positive,positive,neutral,positive,positive,positive,positive,positive,positive,neutral
11351628#404492#3_0,"Creamy appetizers--taramasalata, eggplant salad, and Greek yogurt (with cuccumber, dill, and garlic) taste excellent when on warm pitas.",taramasalata,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
11351628#404492#3_1,"Creamy appetizers--taramasalata, eggplant salad, and Greek yogurt (with cuccumber, dill, and garlic) taste excellent when on warm pitas.",Creamy appetizers,positive,positive,positive,positive,neutral,positive,positive,positive,positive,positive
11351628#404492#3_2,"Creamy appetizers--taramasalata, eggplant salad, and Greek yogurt (with cuccumber, dill, and garlic) taste excellent when on warm pitas.","Greek yogurt (with cuccumber, dill, and garlic)",positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
