id,sentence,term,gold_label,TD_LSTM,GCAE,ATAE_LSTM,MemNet,ASGCN,bert_pair,bert_sent,bert_pt,mams_capsnet
107_10,"The Food The versatile Austrian menu, fused with French and American, rewards both high and low-end appetites: rich, cheese-laden onion soup, grilled Gruyere and country ham sandwiches and big-bunned burgers are as satisfying as velvety liver terrine with kumquat-cranberry compote, speck and sausage charcuterie and inexpensive cheese plates.",cheese plates,positive,positive,neutral,positive,positive,positive,positive,neutral,positive,positive
107_2,"The Food The versatile Austrian menu, fused with French and American, rewards both high and low-end appetites: rich, cheese-laden onion soup, grilled Gruyere and country ham sandwiches and big-bunned burgers are as satisfying as velvety liver terrine with kumquat-cranberry compote, speck and sausage charcuterie and inexpensive cheese plates.",sausage,positive,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,positive
107_3,"The Food The versatile Austrian menu, fused with French and American, rewards both high and low-end appetites: rich, cheese-laden onion soup, grilled Gruyere and country ham sandwiches and big-bunned burgers are as satisfying as velvety liver terrine with kumquat-cranberry compote, speck and sausage charcuterie and inexpensive cheese plates.",country ham sandwiches,positive,neutral,neutral,neutral,neutral,positive,positive,neutral,neutral,neutral
107_4,"The Food The versatile Austrian menu, fused with French and American, rewards both high and low-end appetites: rich, cheese-laden onion soup, grilled Gruyere and country ham sandwiches and big-bunned burgers are as satisfying as velvety liver terrine with kumquat-cranberry compote, speck and sausage charcuterie and inexpensive cheese plates.",Food,neutral,neutral,positive,neutral,positive,neutral,neutral,neutral,neutral,neutral
107_5,"The Food The versatile Austrian menu, fused with French and American, rewards both high and low-end appetites: rich, cheese-laden onion soup, grilled Gruyere and country ham sandwiches and big-bunned burgers are as satisfying as velvety liver terrine with kumquat-cranberry compote, speck and sausage charcuterie and inexpensive cheese plates.",menu,neutral,positive,positive,neutral,neutral,positive,positive,neutral,positive,positive
107_6,"The Food The versatile Austrian menu, fused with French and American, rewards both high and low-end appetites: rich, cheese-laden onion soup, grilled Gruyere and country ham sandwiches and big-bunned burgers are as satisfying as velvety liver terrine with kumquat-cranberry compote, speck and sausage charcuterie and inexpensive cheese plates.",liver terrine,positive,positive,neutral,neutral,neutral,positive,positive,neutral,positive,positive
107_7,"The Food The versatile Austrian menu, fused with French and American, rewards both high and low-end appetites: rich, cheese-laden onion soup, grilled Gruyere and country ham sandwiches and big-bunned burgers are as satisfying as velvety liver terrine with kumquat-cranberry compote, speck and sausage charcuterie and inexpensive cheese plates.",speck,positive,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
107_8,"The Food The versatile Austrian menu, fused with French and American, rewards both high and low-end appetites: rich, cheese-laden onion soup, grilled Gruyere and country ham sandwiches and big-bunned burgers are as satisfying as velvety liver terrine with kumquat-cranberry compote, speck and sausage charcuterie and inexpensive cheese plates.",versatile,neutral,neutral,positive,neutral,neutral,positive,neutral,neutral,neutral,positive
107_9,"The Food The versatile Austrian menu, fused with French and American, rewards both high and low-end appetites: rich, cheese-laden onion soup, grilled Gruyere and country ham sandwiches and big-bunned burgers are as satisfying as velvety liver terrine with kumquat-cranberry compote, speck and sausage charcuterie and inexpensive cheese plates.",kumquat-cranberry,positive,neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral,neutral
108_0,"There are no price listed in the menu, and she will not provid them with a smile.",menu,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
108_1,"There are no price listed in the menu, and she will not provid them with a smile.",price,negative,negative,neutral,negative,negative,negative,negative,neutral,negative,negative
109_0,The food was served promptly and was really hot.,food,positive,positive,positive,neutral,positive,positive,positive,positive,positive,positive
109_1,The food was served promptly and was really hot.,served,neutral,positive,positive,positive,positive,positive,positive,positive,positive,positive
10_0,"Appetizers are the safest bet, including a bountiful calamari plate or the appropriately earthy mushroom polenta.",bountiful calamari plate,neutral,neutral,positive,positive,positive,neutral,neutral,neutral,neutral,neutral
10_1,"Appetizers are the safest bet, including a bountiful calamari plate or the appropriately earthy mushroom polenta.",Appetizers,positive,positive,positive,neutral,positive,positive,positive,neutral,positive,positive
10_2,"Appetizers are the safest bet, including a bountiful calamari plate or the appropriately earthy mushroom polenta.",appropriately earthy mushroom polenta,neutral,positive,positive,positive,positive,neutral,neutral,neutral,neutral,neutral
110_0,"The Food This isn't for those on a budget, but portions are generous.",Food,negative,negative,positive,negative,negative,negative,negative,positive,neutral,negative
110_1,"The Food This isn't for those on a budget, but portions are generous.",portions,positive,positive,negative,positive,positive,positive,positive,positive,positive,positive
111_0,"When I couldn't hear any of my selections in the dining room, the manager told me that the broken speakers in were 'not his fault'",manager,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
111_1,"When I couldn't hear any of my selections in the dining room, the manager told me that the broken speakers in were 'not his fault'",dining room,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative,neutral,neutral
112_0,"Candles on the tables, cozy furnishings and music at just the right level make it a great dining experience.",experience,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
112_1,"Candles on the tables, cozy furnishings and music at just the right level make it a great dining experience.",Candles,neutral,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral,neutral
112_2,"Candles on the tables, cozy furnishings and music at just the right level make it a great dining experience.",furnishings,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
112_3,"Candles on the tables, cozy furnishings and music at just the right level make it a great dining experience.",music,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
113_0,I always find myself asking the waiter to make something bland and different than what is on the menu.,menu,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
113_1,I always find myself asking the waiter to make something bland and different than what is on the menu.,waiter,negative,negative,negative,negative,negative,negative,negative,neutral,negative,negative
114_0,"My only complaint was that when I tried to go back with some friends on a crowded night, the place was packed, yet they told us there was a 20 minute wait and that we should wait at the bar.",bar,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative,neutral,neutral
114_1,"My only complaint was that when I tried to go back with some friends on a crowded night, the place was packed, yet they told us there was a 20 minute wait and that we should wait at the bar.",place,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
115_0,The wait for a table is interminable.,wait,negative,negative,negative,negative,negative,negative,negative,neutral,negative,negative
115_1,The wait for a table is interminable.,table,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral,neutral
116_0,"Great value for the price-- lunch is an even better value, with entree and appetizer for between $8-10 or so.",appetizer,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
116_1,"Great value for the price-- lunch is an even better value, with entree and appetizer for between $8-10 or so.",lunch,positive,neutral,neutral,neutral,neutral,neutral,positive,neutral,positive,positive
116_2,"Great value for the price-- lunch is an even better value, with entree and appetizer for between $8-10 or so.",price,positive,neutral,neutral,positive,positive,neutral,positive,neutral,neutral,positive
117_0,"Having eaten here for lunch many times, I can definitely vouch this place for having some of the best per-slice Pizza in the city.",per-slice Pizza,positive,neutral,positive,neutral,positive,positive,positive,neutral,positive,positive
117_1,"Having eaten here for lunch many times, I can definitely vouch this place for having some of the best per-slice Pizza in the city.",lunch,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
118_0,"The food and service was top notch, only the complain is that this place is so small that some seats are not made for a big guy.",seats,negative,negative,neutral,neutral,negative,negative,negative,negative,negative,negative
118_1,"The food and service was top notch, only the complain is that this place is so small that some seats are not made for a big guy.",food,positive,positive,positive,positive,positive,positive,positive,negative,positive,positive
118_2,"The food and service was top notch, only the complain is that this place is so small that some seats are not made for a big guy.",service,positive,positive,positive,negative,negative,positive,positive,negative,positive,positive
118_3,"The food and service was top notch, only the complain is that this place is so small that some seats are not made for a big guy.",guy,negative,negative,negative,negative,negative,positive,neutral,negative,negative,negative
119_0,"went there for sunday brunch after a wonderful massage - the food was terrible-bland/tasteless, cold, expensive.",brunch,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative,neutral,positive
119_1,"went there for sunday brunch after a wonderful massage - the food was terrible-bland/tasteless, cold, expensive.",food,negative,positive,negative,negative,negative,positive,negative,negative,negative,negative
11_0,Ive had better burgers and fries at the local dinner in my neighborhood: 3 guys dinner on 96th and Madison Avenue.,burgers,positive,positive,positive,positive,positive,positive,positive,neutral,positive,positive
11_1,Ive had better burgers and fries at the local dinner in my neighborhood: 3 guys dinner on 96th and Madison Avenue.,local dinner,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
11_2,Ive had better burgers and fries at the local dinner in my neighborhood: 3 guys dinner on 96th and Madison Avenue.,fries,positive,positive,positive,positive,neutral,positive,positive,neutral,positive,positive
120_0,Our waitress did not take our drink order until I finally flagged her down and even then she seemed disinterested in our meal.,drink,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative,neutral,neutral
120_1,Our waitress did not take our drink order until I finally flagged her down and even then she seemed disinterested in our meal.,meal,negative,neutral,neutral,neutral,neutral,neutral,neutral,negative,neutral,neutral
120_2,Our waitress did not take our drink order until I finally flagged her down and even then she seemed disinterested in our meal.,waitress,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
121_0,"wait staff have no room to get to tables because of overflow from bar area, and knocked into the back seats of our table constantly.",bar area,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative,negative,neutral
121_1,"wait staff have no room to get to tables because of overflow from bar area, and knocked into the back seats of our table constantly.",wait staff,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
122_0,The concoction was thrown away a mere two blocks from the Bar.,Bar,neutral,neutral,negative,negative,neutral,neutral,neutral,neutral,neutral,neutral
122_1,The concoction was thrown away a mere two blocks from the Bar.,concoction,negative,negative,negative,negative,neutral,negative,negative,neutral,negative,negative
123_0,"Had the calamari app, which TGIFriday's makes better, and the scallop ceviche - that is NOT ceviche!",scallop ceviche,negative,positive,neutral,neutral,neutral,positive,negative,positive,neutral,neutral
123_1,"Had the calamari app, which TGIFriday's makes better, and the scallop ceviche - that is NOT ceviche!",calamari app,neutral,neutral,positive,positive,positive,positive,positive,positive,neutral,neutral
124_0,"the decor could be a bit better, and if there was a small bar the overall atmosphere would be a bit more inviting (especially for regulars).",decor,negative,negative,positive,neutral,negative,negative,negative,positive,negative,negative
124_1,"the decor could be a bit better, and if there was a small bar the overall atmosphere would be a bit more inviting (especially for regulars).",atmosphere,positive,positive,positive,positive,negative,negative,positive,positive,positive,negative
124_2,"the decor could be a bit better, and if there was a small bar the overall atmosphere would be a bit more inviting (especially for regulars).",bar,negative,neutral,neutral,neutral,neutral,negative,neutral,positive,negative,negative
125_0,"Maybe it was the choices the chefs had put on the Restaurant Week Menu, but much of our food was just so-so.",food,negative,positive,neutral,positive,positive,negative,negative,positive,negative,negative
125_1,"Maybe it was the choices the chefs had put on the Restaurant Week Menu, but much of our food was just so-so.",Menu,neutral,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral,neutral
126_0,"I love the shrimp summer role, chicken kabob's, and all the chicken and shrimp dishes.",shrimp summer role,positive,positive,positive,neutral,neutral,positive,positive,neutral,positive,positive
126_1,"I love the shrimp summer role, chicken kabob's, and all the chicken and shrimp dishes.",shrimp dishes,neutral,neutral,positive,neutral,neutral,neutral,positive,neutral,positive,positive
127_0,i got a steak special that was way overpriced ($12 more then the steak on the menu and no warning from the waitress) and it was cooked to the wrong temperature.,steak special,negative,neutral,negative,negative,neutral,negative,negative,negative,negative,negative
127_1,i got a steak special that was way overpriced ($12 more then the steak on the menu and no warning from the waitress) and it was cooked to the wrong temperature.,temperature,negative,negative,neutral,neutral,neutral,negative,negative,negative,negative,negative
127_2,i got a steak special that was way overpriced ($12 more then the steak on the menu and no warning from the waitress) and it was cooked to the wrong temperature.,menu,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative,neutral,neutral
127_3,i got a steak special that was way overpriced ($12 more then the steak on the menu and no warning from the waitress) and it was cooked to the wrong temperature.,waitress,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
128_0,"If people are late, you could lose your reservation and/or the staff does pressure you to start ordering even if your whole party hasnt arrived.",staff,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
128_1,"If people are late, you could lose your reservation and/or the staff does pressure you to start ordering even if your whole party hasnt arrived.",reservation,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative,neutral,neutral
129_0,People will literally spend their entire lunch break waiting and for what - an average fastfood burger.,lunch,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
129_1,People will literally spend their entire lunch break waiting and for what - an average fastfood burger.,burger,negative,negative,negative,positive,neutral,neutral,neutral,neutral,neutral,neutral
129_2,People will literally spend their entire lunch break waiting and for what - an average fastfood burger.,waiting,neutral,neutral,negative,neutral,negative,neutral,neutral,neutral,neutral,neutral
12_0,The Scene Hunky waiters dub diners darling and it sounds like they mean it.,diners,neutral,neutral,neutral,neutral,neutral,positive,positive,positive,neutral,positive
12_1,The Scene Hunky waiters dub diners darling and it sounds like they mean it.,Scene,neutral,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral,neutral
12_2,The Scene Hunky waiters dub diners darling and it sounds like they mean it.,waiters,negative,positive,neutral,neutral,positive,positive,negative,positive,negative,negative
12_3,The Scene Hunky waiters dub diners darling and it sounds like they mean it.,darling,neutral,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral,neutral
130_0,"If you like an ecclectic crowd and an overall good time where you and your friends can get together whether it be to eat, drink or just play some good old pictionary (they provide crayons and a blank white sheet at every table), go to the Cargo!",time,positive,positive,neutral,neutral,positive,positive,positive,neutral,positive,positive
130_1,"If you like an ecclectic crowd and an overall good time where you and your friends can get together whether it be to eat, drink or just play some good old pictionary (they provide crayons and a blank white sheet at every table), go to the Cargo!",sheet,neutral,neutral,neutral,neutral,neutral,negative,negative,neutral,negative,negative
130_2,"If you like an ecclectic crowd and an overall good time where you and your friends can get together whether it be to eat, drink or just play some good old pictionary (they provide crayons and a blank white sheet at every table), go to the Cargo!",drink,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
131_0,"Now a sleek, cool lounge with refreshing new color, lighting and surfaces, Fig 27 mirrors its around the corner sibling, PS450 with a yummy menu of small bites, great drinks and wonderful staff.",new color,positive,positive,positive,neutral,positive,positive,positive,neutral,positive,positive
131_1,"Now a sleek, cool lounge with refreshing new color, lighting and surfaces, Fig 27 mirrors its around the corner sibling, PS450 with a yummy menu of small bites, great drinks and wonderful staff.",mirrors,neutral,neutral,positive,positive,positive,neutral,neutral,neutral,neutral,neutral
131_2,"Now a sleek, cool lounge with refreshing new color, lighting and surfaces, Fig 27 mirrors its around the corner sibling, PS450 with a yummy menu of small bites, great drinks and wonderful staff.",drinks,positive,positive,positive,neutral,positive,positive,positive,neutral,positive,positive
131_3,"Now a sleek, cool lounge with refreshing new color, lighting and surfaces, Fig 27 mirrors its around the corner sibling, PS450 with a yummy menu of small bites, great drinks and wonderful staff.",lounge,positive,positive,positive,neutral,positive,positive,positive,neutral,positive,positive
131_4,"Now a sleek, cool lounge with refreshing new color, lighting and surfaces, Fig 27 mirrors its around the corner sibling, PS450 with a yummy menu of small bites, great drinks and wonderful staff.",menu,positive,positive,neutral,neutral,positive,positive,positive,neutral,positive,positive
131_5,"Now a sleek, cool lounge with refreshing new color, lighting and surfaces, Fig 27 mirrors its around the corner sibling, PS450 with a yummy menu of small bites, great drinks and wonderful staff.",staff,positive,positive,positive,positive,positive,positive,positive,neutral,positive,positive
132_0,We would rather pay more prices and expect the better food and service.,food,positive,positive,neutral,positive,positive,positive,positive,positive,positive,positive
132_1,We would rather pay more prices and expect the better food and service.,prices,negative,negative,negative,neutral,negative,negative,negative,positive,negative,negative
133_0,"We finally flagged down another server who brought us more to drink, and then they took forever with the check.",drink,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
133_1,"We finally flagged down another server who brought us more to drink, and then they took forever with the check.",server,negative,negative,negative,negative,negative,negative,negative,neutral,negative,negative
134_0,When we asked a waiter for an explanation of the long wait with some many empty tables he had no answer so we asked for the manager.,waiter,negative,neutral,negative,negative,negative,negative,negative,negative,negative,negative
134_1,When we asked a waiter for an explanation of the long wait with some many empty tables he had no answer so we asked for the manager.,tables,neutral,negative,neutral,neutral,negative,negative,negative,negative,negative,neutral
134_2,When we asked a waiter for an explanation of the long wait with some many empty tables he had no answer so we asked for the manager.,manager,neutral,negative,negative,negative,negative,negative,neutral,negative,neutral,negative
135_0,went here late night after a a few drinks at my favorite watering spot and was amazed that a place which serves food till 4 can be so damned good.,spot,positive,positive,positive,positive,positive,positive,positive,neutral,positive,positive
135_1,went here late night after a a few drinks at my favorite watering spot and was amazed that a place which serves food till 4 can be so damned good.,drinks,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral,neutral
136_0,"Although she was obviously busy, she was helpful in describing certain items on the menu and suggested a duck dish that was out of this world.",menu,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
136_1,"Although she was obviously busy, she was helpful in describing certain items on the menu and suggested a duck dish that was out of this world.",duck dish,positive,neutral,neutral,positive,neutral,positive,positive,neutral,positive,positive
137_0,THe bartendars were right on top of getting us our wine and setting up free blue cheese dip and chips for us.,wine,neutral,neutral,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
137_1,THe bartendars were right on top of getting us our wine and setting up free blue cheese dip and chips for us.,bartendars,positive,positive,positive,positive,positive,positive,positive,neutral,positive,positive
138_0,"The lunch got a little bizarre when we asked the waiter how the joint got it's name, and he made his hands into cups in reference to placing them on a woman's breasts and said, No, not this.",lunch,neutral,neutral,neutral,neutral,neutral,neutral,negative,neutral,negative,neutral
138_1,"The lunch got a little bizarre when we asked the waiter how the joint got it's name, and he made his hands into cups in reference to placing them on a woman's breasts and said, No, not this.",waiter,negative,neutral,negative,negative,negative,negative,negative,neutral,negative,negative
139_0,"The waitstaff are surprisingly uninformed and unintelligent, and I say this even though I liked my waiter.",waiter,positive,negative,negative,negative,negative,positive,positive,negative,positive,positive
139_1,"The waitstaff are surprisingly uninformed and unintelligent, and I say this even though I liked my waiter.",waitstaff,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
13_0,"Instead, 4 members of the wait staff were giggling and carrying on at the corner of the bar.",bar,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
13_1,"Instead, 4 members of the wait staff were giggling and carrying on at the corner of the bar.",wait staff,negative,negative,negative,negative,negative,negative,negative,neutral,negative,negative
140_0,"Right after we finished the main course (the organic chicken was dry), but before we finish drinking the wine the check was placed on the table, and the waitress came back and picked it up three times.",organic chicken,negative,negative,neutral,neutral,neutral,negative,negative,negative,negative,negative
140_1,"Right after we finished the main course (the organic chicken was dry), but before we finish drinking the wine the check was placed on the table, and the waitress came back and picked it up three times.",wine,neutral,neutral,neutral,negative,neutral,neutral,neutral,negative,neutral,neutral
140_2,"Right after we finished the main course (the organic chicken was dry), but before we finish drinking the wine the check was placed on the table, and the waitress came back and picked it up three times.",waitress,negative,positive,negative,negative,negative,negative,negative,negative,negative,negative
141_0,"The outdoor patio is really nice in good weather, but what ambience the indoors possesses is negated by the noise and the crowds.",outdoor patio,positive,neutral,positive,positive,positive,positive,positive,positive,positive,positive
141_1,"The outdoor patio is really nice in good weather, but what ambience the indoors possesses is negated by the noise and the crowds.",ambience,neutral,negative,positive,positive,positive,negative,negative,positive,negative,negative
142_0,"The Food There's a trimmed-down version of the regular Blue Ribbon menu--all manner of sandwiches, and a solid selection of American main courses--but the real attraction is the vast, well-edited range of cheese, fish and vegetable portions (goodies like foie gras terrine aside, the meat selections are disappointingly indistinct).",range of cheese,positive,neutral,neutral,neutral,neutral,positive,positive,positive,positive,positive
142_1,"The Food There's a trimmed-down version of the regular Blue Ribbon menu--all manner of sandwiches, and a solid selection of American main courses--but the real attraction is the vast, well-edited range of cheese, fish and vegetable portions (goodies like foie gras terrine aside, the meat selections are disappointingly indistinct).",vegetable portions,positive,neutral,positive,positive,neutral,positive,positive,positive,positive,positive
142_2,"The Food There's a trimmed-down version of the regular Blue Ribbon menu--all manner of sandwiches, and a solid selection of American main courses--but the real attraction is the vast, well-edited range of cheese, fish and vegetable portions (goodies like foie gras terrine aside, the meat selections are disappointingly indistinct).",Blue Ribbon menu,neutral,neutral,positive,positive,neutral,neutral,neutral,positive,neutral,neutral
142_3,"The Food There's a trimmed-down version of the regular Blue Ribbon menu--all manner of sandwiches, and a solid selection of American main courses--but the real attraction is the vast, well-edited range of cheese, fish and vegetable portions (goodies like foie gras terrine aside, the meat selections are disappointingly indistinct).",Food,neutral,neutral,positive,neutral,neutral,positive,neutral,positive,neutral,neutral
142_4,"The Food There's a trimmed-down version of the regular Blue Ribbon menu--all manner of sandwiches, and a solid selection of American main courses--but the real attraction is the vast, well-edited range of cheese, fish and vegetable portions (goodies like foie gras terrine aside, the meat selections are disappointingly indistinct).",sandwiches,neutral,neutral,neutral,neutral,neutral,positive,neutral,positive,neutral,neutral
143_0,Most of the food has a vinegary flavor (I think because of the injera).,food,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
143_1,Most of the food has a vinegary flavor (I think because of the injera).,flavor,positive,negative,negative,negative,negative,positive,negative,neutral,positive,positive
144_0,"It does get crowded with plenty of blue shirted cigar smoking wannabes, so make a reservation.",blue shirted cigar,negative,positive,positive,positive,positive,neutral,positive,neutral,positive,positive
144_1,"It does get crowded with plenty of blue shirted cigar smoking wannabes, so make a reservation.",reservation,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
145_0,My bass was even worse - smothered in some kind of tomato sauce that just did not go with fish and the spinach that accompanied the dish was extremely dry and flavorless.,dish,negative,negative,negative,neutral,negative,negative,neutral,negative,neutral,neutral
145_1,My bass was even worse - smothered in some kind of tomato sauce that just did not go with fish and the spinach that accompanied the dish was extremely dry and flavorless.,bass,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
145_2,My bass was even worse - smothered in some kind of tomato sauce that just did not go with fish and the spinach that accompanied the dish was extremely dry and flavorless.,tomato sauce,neutral,negative,negative,negative,negative,negative,negative,negative,negative,neutral
145_3,My bass was even worse - smothered in some kind of tomato sauce that just did not go with fish and the spinach that accompanied the dish was extremely dry and flavorless.,spinach,negative,neutral,negative,positive,negative,negative,negative,negative,negative,negative
145_4,My bass was even worse - smothered in some kind of tomato sauce that just did not go with fish and the spinach that accompanied the dish was extremely dry and flavorless.,fish,negative,neutral,negative,negative,negative,negative,neutral,negative,negative,negative
146_0,service was attentive at the beginning but the waiter lost us towards the end and we had to flag them down for the check.,waiter,negative,negative,negative,positive,negative,negative,negative,negative,negative,negative
146_1,service was attentive at the beginning but the waiter lost us towards the end and we had to flag them down for the check.,service,positive,positive,positive,positive,negative,positive,positive,negative,positive,positive
147_0,"For the price ($8), the quality of the buffet is great!",quality of the buffet,positive,neutral,neutral,positive,positive,positive,positive,positive,positive,positive
147_1,"For the price ($8), the quality of the buffet is great!",price,neutral,neutral,positive,neutral,neutral,neutral,neutral,positive,neutral,neutral
